libuser,gender,age,award_total_amount
yes,female,46,3698993.214155675
yes,male,47,6188493.200584694
no,male,51,4392134.971485383
yes,male,60,6987178.449004857
no,female,47,1069730.2019721305
yes,female,56,6182419.709118859
yes,female,46,5554589.658030609
no,male,53,5458993.464304759
no,female,67,4519486.638753649
yes,female,41,3044976.5382412155
yes,female,60,4578310.4783423385
no,male,42,4216600.396353709
yes,male,44,4919220.590792406
yes,male,46,4517928.731635023
no,female,54,3753552.944279514
no,female,48,4052604.908146711
no,male,47,5717862.222964514
no,female,63,3207437.7504673577
yes,male,64,6997386.080875396
no,female,43,4676583.433588516
yes,female,64,4594935.244834347
no,male,38,3409354.630615394
no,male,52,5313937.731740231
no,male,58,4574477.882675086
yes,male,54,6781957.402641641
yes,male,61,6677451.561873682
no,male,53,5264205.65983435
yes,female,48,3882483.375204557
no,male,51,5314633.36190296
yes,male,62,5655733.998817185
yes,female,58,4628928.42037962
no,female,60,4764969.585284488
no,male,58,6214601.964189461
yes,female,56,4353173.357932122
no,male,64,5818381.277123903
yes,male,60,6804805.859559648
no,female,51,4618315.681064065
yes,female,59,4970840.074607063
no,female,54,4074884.4787117424
no,male,54,4836491.044150282
yes,female,59,5015416.426706393
yes,female,51,3804095.049877929
yes,female,63,5188579.920334609
no,female,50,4252674.870426661
no,male,61,5208063.136324873
no,female,52,3218316.452243434
yes,male,51,5378578.8315688325
yes,male,47,5411790.447696353
no,female,55,5202600.594236591
yes,female,51,4527296.76550936
no,male,48,5644628.592552431
yes,female,62,4879629.24311532
no,female,55,4030050.8536740295
yes,male,59,6595175.860741503
no,female,52,4538765.096314742
yes,male,41,4153556.9372108206
no,female,42,1873825.294514814
no,male,62,7592350.240060738
no,male,50,4263683.227727365
no,male,50,5944427.660197532
yes,male,64,6920449.865869574
no,female,44,2539312.283597652
no,female,66,5177792.644303799
no,female,53,2639894.5221735705
no,male,53,5172128.16593523
no,male,42,2959971.4845124716
yes,male,37,5619935.09833374
no,male,42,5784436.002376804
yes,female,55,6051481.3513246635
no,male,45,5182637.765246877
no,male,64,5214926.458007095
no,female,36,3281580.06800852
no,female,58,5851069.37865692
no,male,58,4831075.172304977
yes,female,55,5015639.828037986
no,male,67,6598667.386316634
no,female,57,5779938.47960425
no,female,59,4642371.509058912
no,male,52,5890778.983032278
no,female,58,5933540.995374914
yes,female,58,5875635.888319187
no,male,45,4370144.468852415
no,male,56,5754484.249762221
yes,female,58,2952488.6730688135
no,female,75,5695960.8236369705
no,male,51,4605804.022697363
yes,female,52,3084270.0031620595
yes,female,45,5813757.755321787
no,female,57,5211663.220440581
yes,male,64,7307321.143011823
yes,female,56,2818104.248717985
no,female,47,4248520.105282612
yes,male,38,3691715.812375853
no,male,53,6038975.224620327
yes,female,51,4696004.963566409
no,male,45,4585074.204014768
no,female,56,4391487.1994968485
no,male,62,5993419.574027051
no,female,51,2979475.817691923
no,male,54,5043201.926109076
no,female,50,4119282.7451764005
yes,male,49,7555600.361897927
yes,female,50,3723026.3591700937
no,female,59,4626648.919640548
no,female,57,5114642.113403497
no,female,40,2897640.4806506075
no,male,46,5417783.264522999
no,female,51,4645938.761011907
yes,female,56,4708067.0139449015
yes,male,55,6648039.96863268
no,female,52,4191708.9506511027
yes,female,63,5649242.015099445
yes,female,50,6925133.925716683
no,female,47,3550493.940514178
yes,female,58,5462148.17857979
no,male,46,4404078.58622377
yes,male,52,4680862.5943012005
no,male,55,5022006.545046137
yes,female,50,2844668.227499456
yes,male,52,5872284.082282571
yes,male,47,5363030.664007461
no,male,50,4504244.710039012
no,female,67,6641134.154161871
yes,female,59,6484623.1544811195
yes,male,62,6460985.93640437
no,male,56,5022952.638465945
no,male,54,5495594.425493012
yes,male,52,6459024.915959572
no,female,46,4163062.134980487
no,male,54,5125287.456900715
yes,female,54,5437556.225997857
yes,female,46,4327116.266605318
yes,female,48,4139163.307236781
no,male,47,3753437.483239315
yes,female,65,5944830.829082655
yes,male,58,6244243.375770208
no,male,66,5741915.75641307
no,female,55,5898966.111016201
no,male,61,6789540.0609277
yes,male,57,6693351.951446071
no,male,57,5459122.684558052
no,male,48,6311767.8683988955
no,female,41,2987576.440085234
yes,female,64,4700113.36197708
yes,female,47,6411451.967381929
yes,male,54,6511738.350217894
yes,female,58,5658373.115720263
no,female,50,3966172.1470118803
yes,female,56,3501689.113580127
yes,female,47,3784809.3802007437
yes,female,49,4878517.390802596
no,female,52,2407094.8974151826
no,female,61,4862577.048992844
no,male,45,4816871.654311961
yes,female,56,4507234.1305274535
yes,male,48,3644913.0651321295
yes,female,59,6255928.527177847
no,male,60,6139144.157720106
yes,male,55,5346697.947478594
no,female,56,4119598.002203206
yes,female,48,4016929.1901716306
yes,male,59,6296305.77075372
no,male,57,6060079.331464606
yes,male,58,7142610.204315345
no,male,47,4629702.348420943
no,male,52,6455239.6260059
no,male,48,4391678.148838662
no,male,58,6460309.894191376
no,female,53,3872430.125186089
no,male,69,7445324.611158813
no,male,50,6288255.96672456
no,male,59,5130512.512234669
yes,female,66,5159359.273389812
yes,female,63,7123195.421698732
yes,male,58,6549497.532134899
yes,male,49,4751313.896906878
no,female,52,4961169.410289578
no,female,45,2449211.2478435664
yes,female,61,5138019.772338738
yes,female,67,6373071.00248717
no,male,53,4140715.09356186
yes,male,52,6678389.339192195
yes,female,58,4875297.004511387
yes,male,48,4061988.3680431005
no,female,62,5428205.499605736
no,female,61,3863186.7309691575
no,female,48,4561480.59189217
no,female,48,3386856.3750264207
no,male,61,5889234.928418027
yes,male,66,6384050.05344773
no,female,65,3500213.6778404387
no,female,52,5463269.277956758
yes,female,41,2856139.4377308404
no,male,45,5075492.292361252
no,female,63,4320817.804259602
yes,female,64,6993105.2925918065
no,male,52,5663095.887298167
no,male,58,5340324.276691246
yes,male,45,4351173.472025753
yes,male,54,5291340.926932746
yes,female,36,1697474.7534114816
no,male,45,4698420.7311213985
yes,male,48,6100507.629625617
no,female,73,6481957.362854453
no,male,60,6083096.150886352
yes,female,47,3706048.444986205
yes,female,66,5561899.2826631665
no,male,60,5921582.7867105445
no,male,57,6387421.17914208
no,female,44,2765078.243581072
yes,female,43,3629415.860406221
no,male,57,5062059.56998598
no,female,63,5619541.27182189
yes,female,48,3777927.765079723
no,male,57,5453581.513847168
yes,female,60,6082766.93931167
no,male,61,4673555.419427991
no,male,44,4598915.200948568
yes,female,51,2961732.0503929174
yes,female,65,4614491.386083278
yes,female,48,4068394.8105743285
yes,male,42,4331177.726552853
yes,male,50,3925150.0624623434
yes,female,48,3534215.3343368177
no,female,52,3814788.0381613127
no,male,52,5986800.78320756
no,male,57,5585187.880971595
yes,male,59,6361142.630286238
no,female,51,3655137.4251515637
yes,female,68,7058895.236335951
yes,male,53,5770880.350843658
no,female,48,3707853.1395939845
yes,male,48,5377927.311260661
yes,female,53,4572268.45037224
no,female,58,4349574.023639042
yes,male,54,5583698.026726252
no,female,57,3654358.377215522
no,male,41,4173475.1496161213
no,male,52,4999510.653470757
no,female,60,3886626.5942262947
yes,female,55,5113193.029242661
no,male,52,5802323.466002523
no,female,57,4641587.741951106
yes,female,51,2736146.4199095755
yes,male,50,7135302.080829481
no,male,59,6269936.257023767
yes,male,55,6301400.171023309
no,male,48,5281902.328809535
no,female,60,3694052.968057278
no,female,60,4367406.838870793
no,male,49,5484425.198353945
yes,female,47,4111473.272474614
no,male,43,2490394.4817931927
yes,female,63,5341141.237682249
no,female,52,5531170.656820764
no,female,61,5613953.321382145
no,female,62,6289095.631399654
yes,female,53,5799669.395373246
yes,male,59,7583833.060605222
yes,female,53,3341416.681038286
no,male,59,5215795.987315307
yes,male,60,6127227.358117702
yes,female,51,3959094.4845974115
yes,female,65,7344743.594309161
yes,female,45,4283481.419936182
yes,male,40,6252514.576900831
no,male,56,5747004.822419992
no,male,67,7108310.969279479
yes,male,53,5034143.285296652
no,female,60,4359126.707498846
yes,female,49,3381066.62162017
no,female,67,3292197.624842719
no,female,39,3203097.4024619437
yes,female,64,6388747.8587890025
no,female,50,3860024.283754036
yes,female,50,4098494.084044654
yes,female,52,4766779.02594796
yes,male,50,4392210.056771327
yes,female,48,5147712.138917688
yes,male,51,5932225.300221176
no,female,53,4258658.586039493
no,female,67,6564718.489381402
no,female,54,4818901.961797208
no,female,61,4788857.359055914
no,male,60,8014351.641850926
yes,female,57,4984315.778508425
yes,male,51,3552342.4328234955
no,female,59,4431041.408887045
yes,male,64,6572308.733532673
no,female,50,4445686.890528149
yes,male,47,5782657.183078851
no,male,62,6907734.291816202
yes,male,55,5300581.326176245
no,male,43,5741397.020074811
no,male,54,3960931.7034217496
yes,male,57,6252212.626187678
yes,male,49,5759070.410264208
yes,male,48,5005412.77789851
no,male,61,5634623.124902995
no,male,58,6064912.126067905
yes,male,53,7269371.279282611
yes,male,50,6788732.055389913
no,male,65,5965954.633013281
yes,male,47,5874407.621848444
yes,female,46,4419728.566294386
yes,female,50,4647486.22052262
yes,female,57,5980940.333502884
no,male,42,4435027.146920086
no,female,54,3888108.0924147973
yes,female,50,5156619.705420416
yes,male,46,6899672.305712767
no,female,56,6250714.108634831
no,male,61,5762822.248848155
no,female,52,4050341.78092299
yes,male,54,5716913.596568758
yes,male,53,5574936.480911407
yes,female,53,4130349.952286007
no,female,63,4627695.841064259
no,female,47,3496668.1295821015
yes,female,60,6453166.523620428
yes,female,41,4219059.73603845
yes,female,57,5522392.359962383
no,male,55,5850719.532140041
no,male,43,3726565.7549996595
yes,male,54,6178870.097427102
no,male,60,5019880.538142484
yes,female,54,5649553.5101587325
yes,female,52,4056712.336956004
no,female,53,4877797.330955353
no,female,37,1686514.697193932
yes,female,60,5355521.633763905
yes,female,51,4944247.384829743
no,male,46,4424763.7782360185
yes,male,47,5524273.198213648
yes,female,56,5202548.543875225
no,male,52,7357740.7227491
no,male,52,4268782.251845624
no,female,62,3754125.2820965284
yes,female,54,7320225.801958135
no,male,58,6827276.688892574
yes,female,43,3132297.577543386
no,male,45,4576640.222038112
yes,male,62,6267793.603875622
no,female,58,4656578.7962287245
no,male,57,6836444.884187111
yes,female,43,3503495.4761924935
no,female,65,5743832.070888125
no,female,53,4979584.256330441
yes,male,47,6639392.15636179
no,male,52,3849504.2878653333
no,female,53,5226463.440884881
no,female,55,5838888.537883972
no,female,62,5066174.578501329
no,male,59,6003812.466854909
yes,female,54,5863811.244934032
no,female,46,2459137.0259501697
no,female,58,3376988.728091729
no,female,49,4792328.103227946
no,male,46,5025521.321090203
no,male,51,4578605.825752489
yes,male,45,4884408.183191278
no,male,65,7365834.255272799
no,female,56,4446245.737952915
no,male,40,5345106.149384647
yes,female,52,5269292.297023079
no,female,64,3954904.7462710277
yes,male,64,8705354.093491333
yes,female,46,4702762.169564753
no,female,60,5398385.4795579305
no,female,53,3224931.7060963144
no,female,54,3442298.408591922
yes,male,59,6491629.55631067
yes,female,58,5134755.387205223
yes,female,52,3984623.8098133155
yes,male,58,5441685.876579954
no,female,47,3906801.9166423534
no,female,59,4042584.755558755
no,female,65,3322510.335201087
no,male,47,4002807.7957742563
no,female,50,5221532.621011837
yes,male,49,6441195.899349018
yes,male,46,5969562.424785219
yes,male,49,5723993.682359809
no,male,53,3384095.7288439223
no,female,60,4906878.9119318025
no,male,50,6369474.184578474
yes,female,53,4237321.858898269
yes,male,61,6838416.5950446045
no,male,44,3347166.6021333677
no,male,52,6835362.5908663515
no,male,48,4894008.3713502735
yes,male,53,6133334.83341192
yes,female,50,4037788.9780332427
yes,female,38,2639536.3251470784
no,female,52,3927152.993225622
yes,female,61,5203965.2121968465
yes,male,60,5617827.138984613
yes,female,44,3881305.3013287713
no,female,48,2524903.6257507745
no,male,54,5144169.736904847
yes,female,40,3818320.0447427854
yes,male,57,5451989.31854213
yes,female,56,5390288.464014739
yes,male,48,4325344.267846901
yes,female,41,4243113.822140889
yes,female,63,5394797.010048716
yes,male,56,5467469.448451494
no,male,53,3862025.3662363067
yes,male,51,6109856.525087182
no,female,59,4400245.93586154
no,male,54,5284276.382680184
yes,male,57,3615262.5922035957
no,male,58,6248302.750671812
no,female,45,945022.7473279815
yes,male,55,5748020.545632602
yes,female,44,4318503.641017765
yes,female,51,5089529.518765857
yes,female,59,4199902.263129807
yes,female,54,5833169.324978161
yes,male,44,5542039.657560928
no,male,56,4469029.892785302
no,male,54,2729591.163723654
yes,male,59,6809071.343974403
no,female,61,5659385.955329035
no,male,56,5402017.418071272
no,male,50,4935208.035442328
yes,male,62,7386094.046416729
yes,female,41,2745786.1254677754
yes,female,37,3231178.1210198733
yes,female,51,4187892.1665797364
no,female,59,4243244.624167071
no,female,52,4864218.1970958775
no,female,62,4661472.94455982
yes,male,71,7087717.676972297
no,female,44,3947279.6447838866
yes,male,51,5465570.32121221
no,female,57,5129479.256705889
yes,male,61,5748058.973952295
no,male,57,4660696.503251384
yes,male,59,4814177.9626734415
no,female,50,2827089.151572177
no,male,42,4924411.836293694
no,female,41,5342128.080081084
no,male,53,4602101.698896999
yes,male,42,5862329.976837742
yes,male,42,4932561.798401533
yes,male,54,5199482.62549539
yes,male,57,4026864.9766418505
yes,male,47,4711191.997603202
yes,male,44,4023998.7001459408
yes,male,57,6311035.892215181
yes,female,50,4789267.829742147
yes,female,59,3617611.87257377
yes,male,49,6703948.595816684
no,male,61,7302100.85933053
no,female,60,5483440.756501809
yes,male,54,6053847.072474739
yes,female,57,4263160.170931406
no,male,40,5190039.482257958
yes,male,51,5174498.526692714
yes,female,44,4791674.524636806
yes,female,50,4451649.4592972025
no,female,56,3859092.9151030304
yes,male,42,4445193.853809429
no,male,59,5457812.231168883
no,female,67,4309844.782210207
yes,female,54,4181815.023469234
no,female,55,5268909.680559619
yes,male,57,5863695.535218135
yes,female,55,4096777.018775387
no,female,50,5925256.569175207
no,male,57,5409561.613506923
yes,female,57,5734716.582306656
yes,male,51,7292257.78478567
yes,male,50,5232752.979815057
yes,female,54,3104677.555095423
no,female,50,1179413.395243005
yes,male,46,5420427.835636083
no,male,65,5182131.51717731
yes,male,47,5327345.686997525
yes,female,59,5460600.898785422
no,male,56,4600350.533859727
no,female,63,4539071.730644245
no,male,49,4139597.0145846214
yes,female,55,3959677.281838795
no,female,55,3952102.637618362
no,male,59,4239629.79837206
yes,female,55,5548327.36672822
no,female,54,5357680.1451348225
no,female,61,4995112.974226011
yes,male,47,6311612.549910433
yes,male,52,4659111.838510218
yes,male,56,6951045.358950627
no,female,46,1481310.6750695524
no,male,69,6402833.294383227
no,male,54,4633994.252283037
yes,male,57,6562287.064434102
yes,male,50,5309133.398151849
no,male,52,6057691.113567127
no,male,55,4323324.225594484
no,female,59,4281267.739316774
no,male,49,5312211.650245999
no,female,53,3140714.475581596
no,female,60,5051469.352793324
no,male,55,5158532.148958712
yes,female,52,4034301.8286355236
no,male,57,4143353.8588479203
yes,female,46,3443901.773407206
no,male,56,6056718.052310388
yes,female,55,4430461.775989637
yes,female,59,4962315.447691602
yes,female,61,4682012.591154246
no,female,50,3653318.749986314
no,male,64,7168371.116601033
yes,female,35,1765468.9414052723
no,female,54,3193897.211577016
no,female,45,4878447.417349354
no,female,61,5513206.960532473
